"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"244","Vertvie Women's Gym Shorts V Cross Elastic Push Up Yoga Shorts Booty Scrunch High Waisted Athletic Leggings","Perfekt","Emily Schwarz","Genau wie ich sie mir vorgestellt Habe","Reviewed in Germany on 9 November 2023","4.0 out of 5 stars","Verified Purchase"
"245","Vertvie Women's Gym Shorts V Cross Elastic Push Up Yoga Shorts Booty Scrunch High Waisted Athletic Leggings","love it","Mia Rose","super comfortable, fits well, looks greatarrived earlier than expected too","Reviewed in Germany on 28 December 2023","4.0 out of 5 stars","Verified Purchase"
"246","Vertvie Women's Gym Shorts V Cross Elastic Push Up Yoga Shorts Booty Scrunch High Waisted Athletic Leggings","Buying More Colors","Amanda Avendano","Compressive enough to snatch but not too much where I’m uncomfortable the scrunch is cute. Got a size medium!","Reviewed in the United States on 23 January 2024","5.0 out of 5 stars","Verified Purchase"
"247","Vertvie Women's Gym Shorts V Cross Elastic Push Up Yoga Shorts Booty Scrunch High Waisted Athletic Leggings","Comfortable","Amanda Avendano","These shorts are super comfortable and stretchy  Gives a nice shape to the booty. Highly recommended for gym!","Reviewed in the United States on 21 January 2024","5.0 out of 5 stars","Verified Purchase"
"248","Vertvie Women's Gym Shorts V Cross Elastic Push Up Yoga Shorts Booty Scrunch High Waisted Athletic Leggings","They definitely run small!","Yosela Noriega","I do like these shorts, however I am 5’3 135lbs and I purchased the Large. I put them on and it’s not only so tight my meow looks like a camel but it is tight everywhere. I understand the appeal of shorts that keep you snatched in and the stitching on the butt.. but these were uncomfortable tight. So long story short, these are good quality and the crossover stitch is exactly what I was hoping for.. but maybe size up?","Reviewed in the United States on 13 January 2024","5.0 out of 5 stars","Verified Purchase"
"249","Vertvie Women's Gym Shorts V Cross Elastic Push Up Yoga Shorts Booty Scrunch High Waisted Athletic Leggings","GYM SHORTS","Yosela Noriega","SEHR GUTE QUALITÄT , SCHNELLE LIEFERUNG;UNBEDINGTE KAUFEMPFEHLUNG!!!!","Reviewed in Germany on 28 December 2023","5.0 out of 5 stars","Verified Purchase"
"250","Vertvie Women's Gym Shorts V Cross Elastic Push Up Yoga Shorts Booty Scrunch High Waisted Athletic Leggings","Good shorts for the price","Lacey G.","They fit nicely but they are not my favorite","Reviewed in the United States on 25 November 2023","5.0 out of 5 stars","Verified Purchase"
"251","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Best workout shorts ever!","Mary Y.","Nice light weight fabric. I tend to buy the brand that has lemon in the name but thought I’d try one of the dupes I’ve been reading about. Love the side zipper. Do wish there was a secret internal pocket or a draw string (fit is ever so slightly large but I like it), but for the price, I will happily wear these. Will buy more ☺️","Reviewed in Australia on 4 February 2024","4.5 out of 5 stars","Verified Purchase"
"252","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Great running shorts","Lilly","The media could not be loaded.
                
            
                
            
            
        
    
    
I had really high hopes for these shorts after seeing countless amazing reviews! Unfortunately, these did not sit right on my shape. They were too snug around my thighs and gaped slightly at the waist which made them slide down making them sit awkward on my shape. I could not go down a size as they would be too tight around my thighs and going a size up would make it even more loose around my waist… I am 5’7” and an AU size 8 for reference (more like an AU size 6 waist and AU size 10 hips). I have 3 stars as I thought the shorts were well made and the fabric was perfect for running shorts.","Reviewed in Australia on 11 July 2023","5.0 out of 5 stars","Verified Purchase"
"253","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Excellent running shorts","Lilly","When my shorts first arrived, they were a lot baggier than I expected and had quite a looser fit. I still think that are really comfortable and I like that they are lined for extra security while exercising. The material is very soft and thin which helps keep them breathable and airy. Although baggy pants are not quite my style they are still very practical for me.","Reviewed in Australia on 17 January 2023","3.0 out of 5 stars","Verified Purchase"
"254","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","AMO ESTA MARCA","Jem","Bought a size large, I’m normally a size 10-12 au so thought a large would be generous. They’re tight and don’t at all fall like pictured. I’m not able to return them either which is frustrating.","Reviewed in Australia on 16 January 2024","3.0 out of 5 stars","Verified Purchase"
"255","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Super comfortable and gorgeous color","Alana elliss-galati","I honestly cannot say enough great things about these. They are incredibly comfortable and super cute. The fit was spot on.  I have multiple pairs with plans to buy more.","Reviewed in the United States on 6 February 2024","3.0 out of 5 stars","Verified Purchase"
"256","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","A MUST!!","Delanie","Very comfy running shorts. Light weight. They don’t cling. True to size.","Reviewed in Canada on 1 January 2024","1.0 out of 5 stars","Verified Purchase"
"257","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket",NA,"Deb","Very comfy material, super similar than the lulu ones for a portion of the price…Taking them to hike in Sri Lanka so will update after use over there, but they seem perfect for a hot weather. I took my usual size and they fit perfectly","Reviewed in the United Kingdom on 26 January 2024","5.0 out of 5 stars","Verified Purchase"
"258","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket",NA,"Jarvis Prestidge","Amo esta marca, todo lo que he comprado que es BASTANTE, es de excelente calidad, dura muchísimo y aparte me queda todo perfeto!","Reviewed in Mexico on 16 November 2023","5.0 out of 5 stars","Verified Purchase"
"259","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket",NA,"Paulina","I bought these in a medium in arctic plum and ADORE them. I have endometriosis so I struggle with waistbands they really have to be just right and these are. I’m a size 6/8, 27/28” waist and generally broad and wide but short upper body. These fit my waist and my hips with no gap. They are super comfortable in the hot, humid southern climate to lounge in as well as hit the gym. The material is a dupe for Lulu and is just as high quality as my Athleta pieces. 10/10 recommend!","Reviewed in the United States on 2 December 2023","5.0 out of 5 stars","Verified Purchase"
"260","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket",NA,"Little Mermaid","Just received these today and they are fantastic!  I bought them in size M, navy, and I love them. Fit true to size, high waisted and the built in liner is really comfortable.  They are exactly like Lulu but a fraction of the price.  They even have a small zip pocket for my keys and phone.  I love this brand and also bought the high waisted leggings (black/28”).  Highly recommend!","Reviewed in Canada on 4 October 2023","5.0 out of 5 stars","Verified Purchase"
"261","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Me encanta!","Mayra Moreno","Muy suave, muy cómodo, es lo mejor!","Reviewed in Mexico on 10 October 2023","4.5 out of 5 stars","Verified Purchase"
"262","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Quality shorts, but mesh lining gives VPL","Ashley","I love CRZ clothing, and I have some of their shorts from last summer with the mesh underwear lining.  I didn’t realize these shorts had the same thing - it causes a horrible panty line and it’s really uncomfortable.  Other than that, these shorts are as described and would be comfortable.  I wish they had more of a boy short style liner as opposed to this bikini lining.  I feel the sizes run a little large.  I ordered an XS, I’m 5’4 waist is 26, and they were ok but anyone even a bit smaller would find these too big","Reviewed in Canada on 5 July 2023","5.0 out of 5 stars","Verified Purchase"
"263","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","My favorite - flattering, comfy and practical","Melissa C.","Look great and feel great for all sports activities. Love the fabric and length - style without any chafing, bunching or discomfort. Run true to size. Love neon color - great for runners wanting to be visible outside :)","Reviewed in the United States on 29 November 2023","4.0 out of 5 stars","Verified Purchase"
"264","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Bonitos","carmelita BO","Comodos pero muy cortos para mi…","Reviewed in Mexico on 6 December 2023","5.0 out of 5 stars","Verified Purchase"
"265","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Comfortable but not very high waisted","M","These shorts are comfortable and true to size. The navy color is very nice, and the pocket is just the right size for a phone (don't plan on walking with a phone, though - it feels like the shorts will pull down or stretch). However, I was looking for shorts to wear with cropped athletic tanks and these shorts are not as high waisted as the pictures would suggest. I also notice that the hem of the shorts is longer in the front than in the back, creating an unflattering shape on my body type. On the whole, they feel lower in quality than other CRZ Yoga shorts I own.","Reviewed in the United States on 3 October 2023","4.0 out of 5 stars","Verified Purchase"
"266","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Light weight and awesome to run in!","Tammera Kostya","Soft buttery material.  Fits great (I'm 5'4"" and weight 120lbs and I ordered a small).  CRZ Yoga has not disappointed me! I have shirts, sports bras and leggings from them all of which I love!","Reviewed in Canada on 12 September 2023","4.0 out of 5 stars","Verified Purchase"
"267","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Flattering, and Functional!","Tammy Becker","I am not a huge fan of wearing shorts, but these are super flattering, and comfortable. Great for workouts, working in yard, hiking, etc... These shorts are not too short on me, which is nice. I am not a big fan of booty shorts. They are not too long either - They hit at the perfect length for my petite frame. For reference, I am 5'0, 116 pounds, 38-27-37. If you are taller, the shorts may be shorter on you. I love that they are high-waisted. Super comfy! Not too baggy, not too tight. I have already ordered another color, and plan to order a few more!","Reviewed in the United States on 24 July 2023","5.0 out of 5 stars","Verified Purchase"
"268","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Comodos y buen fit","Yoyistp","Comodisimos y hacen buena forma","Reviewed in Mexico on 25 July 2023","5.0 out of 5 stars","Verified Purchase"
"269","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Amazing Quality","Molly","Amazing quality and fit, overall great value for the price!","Reviewed in Canada on 27 November 2023","5.0 out of 5 stars","Verified Purchase"
"270","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","No me encantó","Mariana","No se amolda, queda muy corto y no hace bonita  forma","Reviewed in Mexico on 26 September 2023","5.0 out of 5 stars","Verified Purchase"
"271","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Good light shorts","Lainey","I love the colour and the comfort of these shorts. They’re so comfortable they’re probably one of my top two pairs of workout shorts. The one thing I didnt like was the front seam has a tiny bit too much fabric and it puffs a bit which is mildly unflattering. But it’s not super noticeable, and the pros of these shorts outweigh that one con that I’m keeping these and wear them constantly. I did have to size up from a medium to a large to get the baggier/more relaxed look I was hoping for. There’s also a zippered pocket. Overall the quality of these is just so good. Even the sewn in undies are comfortable and I have always had to cut them out of my lululemon shorts. Can’t say enough good about this brand! Everything I buy keeps me excited and in love. Happy to have tried these after contemplating them for months-absolutely worth it!","Reviewed in Canada on 30 September 2023","4.5 out of 5 stars","Verified Purchase"
"272","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Perfect!","lilymae","Loved these shorts! The waistband is so helpful for support. However, I am a size 14 in most pants, and the size L was little tight. However, overall, great shorts!","Reviewed in the United States on 1 February 2024","5.0 out of 5 stars","Verified Purchase"
"273","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Lulu dupe!","Debbie","These slay! They are true to size and are awesome!","Reviewed in Canada on 26 November 2023","5.0 out of 5 stars","Verified Purchase"
"274","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Go get them before they sell out!","Kellie Hargroder","First of all I have tried 187 pairs of shorts from Amazon. Not really, but it feels like it!My legs are by far the area I am most self conscious about so I’m very particular. I wanted to love the BMJL shorts that has so many reviews, but alas, it was not meant to be! They are comfy, but I didn’t love them. I would be settling. The medium fit my thighs but pinched the muffin! The large fit nicely on my hips, but the thigh holes were so big it added bulkiness…if there’s one thing I do not need, it’s bulkiness.Enter CRZ Yoga! I have several of their leggings and they are amazing!! I also have several sports bras and tank tops that I have had for YEARS and they are still in pretty good shape. That’s impressive since I workout 5 days a week! I have tried their shorts before (5 in inseam) and they were good, but the material was heavy (does that make sense), and I didn’t know that until I tried these. Also, the large in the older version was a tad bigger, but these fit like a dream! No muffin! Thigh holes are perfect (my thighs are 23 in around at the largest part)! The material is lightweight and quick drying. These are 3 in inseam, but I also have the 4 in inseam and you can hardly tell the difference. I like both a lot. My only complaint is they go fast, even on their website.Let me summarize this way, I got a color other than black or navy. That’s a huge win for me! IYKYK","Reviewed in the United States on 28 June 2023","5.0 out of 5 stars","Verified Purchase"
"275","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Good for running... Except...","Kellie Hargroder","I really dislike the pocket style. I put my phone in there and literally 12 seconds into my run I had to stop and take it out. It was flip flopping around and pulling my shorts down with every stride. There is no snug to the body ""key holder"" style pocket (like Lulu's). Not a great running short unless you plan to carry nothing or like things going wild in your shorts. Soft and comfortable material but NOT a Lulu dupe.","Reviewed in Canada on 18 July 2023","5.0 out of 5 stars","Verified Purchase"
"276","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Perfect for active moms","Amazon Customer","I am newly postpartum and these shorts have been so comfortable to continue our active family lifestyle without continuing to wear my pregnancy activewear. We live in warmer climate and these have been wonderful as we transition to spring. If you have thicker thighs (like myself) I’d suggest sizing up one. 10/10.","Reviewed in the United States on 25 February 2024","5.0 out of 5 stars","Verified Purchase"
"277","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","My Teen Daughter Loves These Shorts","Matt Gore","My daughter runs a lot - she ran on her High School track and field teams and now she's running for her college.  She loves these shorts.  They're a little bit loose on her (skinny bean) but that actually works better for running.  The material is soft yet durable, and very easy to toss in the washing machine. They have a mesh liner.","Reviewed in the United States on 9 February 2024","3.0 out of 5 stars","Verified Purchase"
"278","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","go to workout shorts","loveguitar","I ordered one pair of these and loved them so I ordered them in other colors. They actually show up all the same (unlike some Amazon items when you order different colors and the size/cut is off). My go to running shorts in the summer! They do fit true to size.","Reviewed in the United States on 2 February 2024","5.0 out of 5 stars","Verified Purchase"
"279","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","great shorts!","Allyson","perfect shorts to workout in, run in, or just everyday wear shorts.they are very comfortable and very light weight.price for these is great!they are lulu dupes (in my opinion)they come in MULTIPLE colors so if you love them.. you can buy them in every color! nothing better than that.they didn’t shrink or fade when i washed them!","Reviewed in the United States on 16 January 2024","5.0 out of 5 stars","Verified Purchase"
"280","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Nice quality","shelby","Nice quality, run a little small in my opinion","Reviewed in the United States on 16 February 2024","5.0 out of 5 stars","Verified Purchase"
"281","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Love these! Need bigger pocket","Haley","These are almost perfect. They are just the right height on my hips, right below my belly button.The length is perfect. I’m 5’8” and don’t like really short shorts because I have this permanent hematoma on my upper outer thigh that I’m self conscious of and also don’t like it when short athletic shorts look like underwear when you sit down because they ride up. These still ride up when sitting but not nearly as much as others.The stretch is perfect. Enough to suck my tummy in some but not enough to feel uncomfortable on my abdomen. I have chronic GI pain that’s exacerbated by too tight of clothing. These don’t cause me issues! The built in undies fit almost perfectly. Sometimes the built ins are too small and cut into me but these are great.My only con is the pocket. I bought these shorts mainly because it has a pocket. I bought a pair of athletic shorts years ago with pockets and now I can never go back to no pockets! The 1 pocket on these does not fit my iPhone 10. I can stuff it in there but 1/3 of the phone sticks out so you definitely wouldn’t be able to run with your phone in there. It’s good for keys and a small travel pill container. If the pocket was slightly bigger then these would be a 10/10.Overall, these may be my favorite or in the top 2 favorite gym shorts that I own. I will probably buy more colors unless I can find others with better pockets. For now, though, I think these are the best option out there!I’m 5’8” and 138 lbs (hourglass figure, not an athletic build, with medium sized booty, wide hips, and larger thighs) and I got a medium.","Reviewed in the United States on 16 August 2023","4.5 out of 5 stars","Verified Purchase"
"282","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Love","Sue Seitler","Love these running shorts. Love the style and how lightweight they are. I bought two pairs.","Reviewed in the United States on 25 January 2024","4.0 out of 5 stars","Verified Purchase"
"283","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","A little short but still great","TinyBeans","I'm a taller gal, 6'1 and these still were decently sized for me (maybe a tad short but otherwise fine)","Reviewed in the United States on 31 December 2023","5.0 out of 5 stars","Verified Purchase"
"284","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Near identical to the hotty shorts from Lulu","Marieanne","Love these. They fit amazingly. I am a size 10 in Lulu and got large and they are perfect. Will be buying more.","Reviewed in Canada on 19 February 2024","4.0 out of 5 stars","Verified Purchase"
"285","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Great fit and comfy","Amazon Customer","I got these for our daughter. She wears them for a class she is taking. She loves them bc they allow her to have movement when she is having to squat or bend.","Reviewed in the United States on 1 January 2024","5.0 out of 5 stars","Verified Purchase"
"286","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","GIANT BUT COMFY","Marcela","giant but it’s very comfortable","Reviewed in the United States on 25 December 2023","5.0 out of 5 stars","Verified Purchase"
"287","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","better than lulu!","G. Kramer","Fabric seems exact to lulu but fit is better!","Reviewed in the United States on 16 January 2024","4.0 out of 5 stars","Verified Purchase"
"288","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Good running shorts","K. Martin","I am not a runner, but I was doing a fun run 5K and needed shorts that were loose and wouldn’t chafe and ride up for the run. I am 5’3” and hover between 115 and 120 pounds. I bought these in a size small when I was hovering closer to 115 and I wish I had purchased a medium now that I’ve swung to 120. They worked just fine for my run and I really liked the zipper pocket on the left side for keys and phone. I understand the purpose of the mesh liner but my usual underwear of choice are boy shorts so the liner and my underwear don’t get along great.  The fabric is great for running but not my fave for lounging which is my usual condition. The shorts are pretty short and I feel like I’m showing a lot of leg when sitting but I’m not concerned when standing. Overall a great quality pair of shorts that I just happened to get just a smidge too small.","Reviewed in the United States on 29 June 2023","5.0 out of 5 stars","Verified Purchase"
"289","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Sizes don’t match in every color","Kelsey","I bought these in two colors, same size and one of them is too small…","Reviewed in the United States on 6 January 2024","4.0 out of 5 stars","Verified Purchase"
"290","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Great","Alyssa","Great fit. Doesn’t show your big cheeks. No awful wedgies, and very flattering.","Reviewed in the United States on 4 January 2024","5.0 out of 5 stars","Verified Purchase"
"291","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","LOVE these shorts!","Rockchix","I was looking for a good pair of running shorts- I run about 30 miles a week so I needed something more functional than fashionable, but I also want to look cute! I typically wear Nike but I am not a huge fan of how those fit. Other shorts are always too short/chafe/ride up. I got these to test them out and they are the BEST shorts I've worn for running! SOOO incredibly comfortable, lightweight, modest, flattering and have a zip-up pocket for my keys. About to buy more pairs! I'm 5'4"" 140lb, athletic build, got size Medium and they were a perfect fit.","Reviewed in the United States on 2 November 2023","4.5 out of 5 stars","Verified Purchase"
"292","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","A little big","Sydney","I am 135lbs and am usually a size medium. I ordered a small and the waist is still a little baggy. Overall they are very comfortable shorts and soft!","Reviewed in the United States on 29 October 2023","5.0 out of 5 stars","Verified Purchase"
"293","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","they are quite nice.","april","med is my normal size and i have a larger bottom half so i was happy with them. 145 lbs 5'4","Reviewed in Canada on 10 January 2024","4.0 out of 5 stars","Verified Purchase"
"294","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Great fit","Bernise Wallace","Gift just what they wanted.","Reviewed in the United States on 29 December 2023","5.0 out of 5 stars","Verified Purchase"
"295","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Comfortable and affordable","Cbharucha","I have bought many running shorts over the years. These are my favorite. They are soft and true to size. Pocket is a little small but big enough for keys or cards/money.","Reviewed in the United States on 10 December 2023","5.0 out of 5 stars","Verified Purchase"
"296","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Good shorts, some picks in hem","Halla","I usually am a medium in running shorts so that is what I ordered. However, me being a little bit more muscular I found the mediums ride up in the inner thigh make them a little to small. I reorder in the large and they are perfect. I am 5’6, 160 lbs for reference. Also, the hem line in the shorts had a few picks upon arrival which is a little annoying but nothing too serious. Overall, great shorts, super comfy and breathable, will order more colors but in large.","Reviewed in the United States on 29 July 2023","5.0 out of 5 stars","Verified Purchase"
"297","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Like shorts","AM","Like the shorts and kept the extra small","Reviewed in the United States on 22 October 2023","4.0 out of 5 stars","Verified Purchase"
"298","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Dupe shorts","Callie","Dupe shorts for my teen. She loved them.","Reviewed in the United States on 15 December 2023","4.0 out of 5 stars","Verified Purchase"
"299","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Didn’t fit like expected","Courtney","Durable shorts that are comfortable. A little smaller than expected. I would size up","Reviewed in the United States on 25 September 2023","5.0 out of 5 stars","Verified Purchase"
"300","CRZ YOGA Women's High Waist Dolphin Running Shorts - 3'' Mesh Liner Quick Dry Athletic Gym Workout Shorts with Zipper Pocket","Size up","Robert Counts","I’m usually a medium size 4-6. These were a little snug.","Reviewed in the United States on 28 September 2023","4.0 out of 5 stars","Verified Purchase"
"301","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Rojda Korkmaz","I got this jacket to just test to see how it’ll be as everywhere else on other websites had it for $80+ and this jacket is amazing! It has snatched my waist and wow!","Reviewed in Australia on 22 August 2023","4.3 out of 5 stars","Verified Purchase"
"302","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Phoebe","Fits perfectly! great to wear at the gym or for a run! highly recommend. Just missing some pockets haha.","Reviewed in Australia on 6 June 2023","5.0 out of 5 stars","Verified Purchase"
"303","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Rojda Korkmaz","The top looks amazing and is a great fit for the gym. The finger holes are quite small and it fits true to size. However the quality is pretty poor overall.","Reviewed in Australia on 22 August 2023","1.0 out of 5 stars","Verified Purchase"
"304","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Hannah","Love the fit!","Reviewed in Australia on 9 September 2023","5.0 out of 5 stars","Verified Purchase"
"305","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Ina","I love wearing this! looks great on also!","Reviewed in Australia on 29 April 2023","5.0 out of 5 stars","Verified Purchase"
"306","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Slim and light","The waist really said ).(","Reviewed in Australia on 1 October 2023","4.0 out of 5 stars","Verified Purchase"
"307","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Chelsea","I was so excited when I got it and tried it on because it fit perfectly and was so flattering. Then 2 washes later and the zipper broke. The zipper broke in the middle while it was zipped up and the slider snapped off as well. Very disappointed","Reviewed in Australia on 21 July 2023","5.0 out of 5 stars","Verified Purchase"
"308","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"MI","Looks really nice on and i liked the material the only bad thing is that it was tight around the arms and the zipper was such a poor quality and cheap but other than that its fine for the price","Reviewed in Australia on 4 November 2022","5.0 out of 5 stars","Verified Purchase"
"309","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Phoebe","Good quality product for the price.  Sizing runs small and would recommend sizing up x2.","Reviewed in Australia on 6 June 2023","5.0 out of 5 stars","Verified Purchase"
"310","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Romina","Size down if you want it tight fitting, normally a size medium so that’s what I got, but is not as fitting as I wanted it to be. Still good purchase and quality","Reviewed in Australia on 17 November 2023","1.0 out of 5 stars","Verified Purchase"
"311","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Rojda Korkmaz","Looks amazing on and exactly what I wanted. Crop tight jacket..but the zipper broke as soon as put it on for the first time. I will still wear it as I like to leave the jacket open anyway but annoying that I won’t be able to zip it up now. I would of bought more colours but based on the zipper breaking, maybe not.","Reviewed in Australia on 22 August 2023","4.3 out of 5 stars","Verified Purchase"
"312","Gihuo Women's Athletic Full Zip Lightweight Workout Jacket with Thumb",NA,"Phoebe","Looks lovely but more like a child’s size so I wil give it to my daughter. Nice light weight just not way it would fit which is disappointing","Reviewed in Australia on 6 June 2023","5.0 out of 5 stars","Verified Purchase"
