"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1113","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","great for sun protection","k jones","i love this shirt and will probably order another you cant beat the price its for exactly what it say uv sun protection when outdoors on the water i use it mostly as a cover up from the bright sun when stand up paddle boarding it is so light weight that i dont get hot even in the peak midday heat it dries really quickly due to the light weight and fabric i think the sizing is exactly right i typically fit a m or l and tried both i ended up wanting a little looser fit for my purposes so i kept the l but the m fit fine sleeves are very long which is great for me could be too long for shorties keep in mind that its not a rash guard and is not meant to fit skin tight or provide the protection of one when surfing ill use this when snorkeling paddling or just lounging in the water on bright sunny days",2023-01-24,5,"verified purchase"
"1114","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","ottima e leggera","alfonso c","ero preoccupata che si appiccicasse al corpo e facesse pi caldo che altro invece mi sono ricreduta  morbida e scivola sul corpo senza attaccarsi neanche da bagnata ottimo acquisto",2023-12-27,5,"verified purchase"
"1115","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","i loved this top","mandy mo","but was gutted it was so tight and clingy i normally go for an xl but some people said it was tight so i went for the xxxl and its still tight ",2023-07-22,5,"verified purchase"
"1116","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","taille un peu grand","mt","attention aux taches difficile  laver une fois tach glace au chocolat",2023-08-31,4,"verified purchase"
"1117","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","buon prodotto","chiaraono","lho comprata per regalarla e chi la isa mi ha detto di trovarsi benissimo  fresca e comoda e indossata non fa sudare",2023-09-14,4,"verified purchase"
"1118","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","stays cool in the heat","gbutter","i love the look quality it stays cool and great sun protectionhowever they run big will try next size down i have  of themhappy me",2023-08-23,4,"verified purchase"
"1119","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","fllt gro aus schner stoff","d r","der stoff ist schn und angenehm auf der haut ich habe den weien stoff und er ist blickdichtich habe die gre m gekauft obwohl ich eher s trage mein problem ist dass viele shirts nach dem waschen zu kurz sind oder zu krperbetont sind hier ist die gre m fr mich leider zu gro und weit und ich htte s kaufen mssen",2023-08-21,5,"verified purchase"
"1120","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","buena calidad","juan l","excelente producto",2023-08-02,4,"verified purchase"
"1121","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","fits larger","amazon customer","like this lightweight material  great for fishing hot sunny days  fits large on me i ordered medium and its almost too big  the arms are long and the neck opening is huge i figured i can wear a light neck sleeve so i dont burn  im lbs  with a large chest  i also ordered a mens shirt for my spouse   the quality of material and the extra detailing of his shirt was way nicer  not fair bassdash ",2022-06-18,4,"verified purchase"
"1122","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","great shirt for good sun protection","elaine clement","i use this shirt for golf feels good on the skin and gives me good sun protection",2023-07-07,4,"verified purchase"
"1123","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","beautiful comfortable thin stretchy  great running shirt","wolfwalker","my new favourite running shirts  i love these tops after the first one whitegrey i bought  more purple black all with different coloured sleeves the fabric is a realy thin soft stretchy material that works great as a base layer in winter or as a single layer when its warmer love the litte fish design on the back or sleeve the white is a bit seethru so may need to wear it with a dark tank not a white bra no tags which is bonus  i tried a mens small because there was more variety in mens but they are way way bigger than a womens small womens small fits really comfortable not tight im   lbs small chest",2023-11-02,5,"verified purchase"
"1124","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","top","mathieu","produit trs agrable  porter mme sous le soleil laisse passer lair sans se sentir touffer sous la chaleur trs efficace",2023-06-18,5,"verified purchase"
"1125","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","a little thin but comfy","amazon customer","fit true to size the material is light and thin and has some sheen to it so while its cool for hot days it is going to show every curve and bump you might have happy overall",2022-09-21,5,"verified purchase"
"1126","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","buena proteccion para el sol","mariajo","la camiseta es muy ligeracubre perfectamente para el sol y sobre todo no da calor a pleno solrecomendable ",2023-05-20,4,"verified purchase"
"1127","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","excelente","azucena","muy buena camisa excelente material",2023-08-23,5,"verified purchase"
"1128","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","carina e fresca","mp","carina ottima per ripararsi dal sole perch  un tessuto traspirante e di rapida asciugatura spero sia buona anche contro le zanzare",2023-07-17,5,"verified purchase"
"1129","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","es lo q me inagine","rosa elvia","la tela excelente y es amplia por lo tanto la talla q uno elija queda perfecta",2023-07-10,5,"verified purchase"
"1130","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","upf  t shirt","karen","this shirt is awesome i ride a motorcycle so now the sun wont burn my arms  i will be buying more love it",2024-01-04,5,"verified purchase"
"1131","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","camiseta proteccion solar","lucia","la camiseta es fina suave y sienta muy bien la blanca es muy bonita para una  he pedido la m y perfecta las criticas son buenas con respecto a su proteccin solar upf  uv",2023-03-10,4,"verified purchase"
"1132","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","super","vu","super trage komfort",2023-06-20,5,"verified purchase"
"1133","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","un peu due","tsaritsa","ce maillot taille s est effectivement beaucoup trop grand surtout au niveau des manches mauvais choix pour faire du vlo effet pyjama   voilier trs peu pratique en montagne  m daltitude le maillot est pas mal tant quil y a un peu de vent et pas trop de soleil passs les   c comme il ny a aucune aration cest la cuisson garantie  jai du mal  recommander cet article la couleur lilas est jolie",2023-06-26,5,"verified purchase"
"1134","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","ottimo utilizzo per la mia compagna","cliente amazon","ha funzionato molo bene per la mia compagna",2023-12-27,3,"verified purchase"
"1135","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","will be buying again","amazon customer","love this swim top  definitely beat my expectations for the price  its soft lightweight and the colour is better than expected  i appreciate the relaxed fit but theres definitely stretch if you want something more form fitting  the arms are long and have the thumb holes  i purchased a small i usually order m in tops but followed other reviewers suggestions and the size is perfect for me im tall and slim   lbs  ive only wornwashed it a dozen times but seems to be holding up well  ill be buying another colour soon",2023-06-19,5,"verified purchase"
"1136","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","kunstfaser shirt","briggi","schnes shirt aus billigem lapprigen stoff gut geschnitten gut verarbeitet farben wie abgebildet rmel hat unten eine naht auch mit daumenloch mein daumen ist aber auf der anderen seite so da  man den stoff verdrehen mu sieht nicht so gut aus geht aber gerade so mit diesem stoff shirt sieht billig aus hat soviel uv  schutz wie jedes andere kleidungsstck klebt na am krper",2023-08-08,5,"verified purchase"
"1137","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","super","adi","spedizione veloce ottima qualitta",2023-09-09,3,"verified purchase"
"1138","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","todo muy biensolo que me van poco grande","giacomo","si me ha gustado y lo uso para despus de natacin o deporte de andartodo bien",2022-11-02,5,"verified purchase"
"1139","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","love it","amonra","super cute i like the design with the different arms not the white ones because i dont generally think of white being a good color for hiking  shows dirt too easily i really wanted the purple with the chamo arms bought it twice but that has a design flaw and the arms are about  inches too long so i went with the purple shirt with the very colorful arms and that one is awesome",2023-10-20,5,"verified purchase"
"1140","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","la tela es delicada y puede daarse rpido","evelin y","bonito color s seca rpido solo que la tela al lavarla como indica se hizo como un jaln no creo que me dure mucho y lleva dos usos",2023-07-26,5,"verified purchase"
"1141","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","un peu grand","l severine","tshirt uv qui fait le job mais il est un peu grand a reste pratique et plus facile  retirer",2022-12-11,4,"verified purchase"
"1142","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","nice colour  way too big","emily","i ordered a small and i could go swimming in it my boyfriend has several of these shirts and i wanted one  but way too big more like a medium or large even",2023-10-15,4,"verified purchase"
"1143","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","trop grand","client damazon","taille beaucoup trop grand  trop long  je suis pourtant grande il faut prendre une taille en dessous de la taille habituelle ",2023-04-06,3,"verified purchase"
"1144","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","maybe great for fishing but not for pickleball","learnread","i think this shirt would be great if youre not being very active however i bought this to keep me cool while playing pickleball the fabric made me sweat so much more and held the heat in maybe im not familiar with the fabric but i see little difference between this and polyester i remember my mom wearing polyester clothes in her day and complaining while wearing them also the sleeves were so long reaching to my fingertips",2023-04-28,3,"verified purchase"
"1145","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","no para verano","lamadreklepario","he comprado esta para el verano pero no es muy transpirable y hace calorcomo esta usado no puedo devolverlael dry fit de nike es mejor",2022-06-19,3,"verified purchase"
"1146","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","bellissima","elena z","maglietta upf  certificata veramente bellissima veste comoda  non  ne troppo atillata ne troppo sportiva mi piace come stile ne prender altre ",2023-04-03,3,"verified purchase"
"1147","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","perfect for beachy things","elena z","i have a short sleeved rash guard but was wanting something with a bit more coverage on the arms  initially i ordered this in xl because ive got shoulders like a line backer  and lbs  the xl was much too big  reordered in a l and it fits perfectly  not tight or clingy  easy to get on or off  soft supple fabric that feels nice on the skin  i like the thumb holes at the end of the sleeve to prevent the sleeves from riding up  bass dash makes extremely good quality products and they are built to last",2023-11-13,5,"verified purchase"
"1148","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","buena proteccin","suzanne r","viene amplia lo que lo hace muy cmoda",2023-06-22,5,"verified purchase"
"1149","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","schnes shirt","liliana crystell mndez pineda","sehr angenehmer stoff der leicht auf der haut liegt angenehm zu tragen ist etwas groer als gedacht aber das ist nicht schlimm getestet wird es bald im urlaub beim schnorcheln dann sehe ich wie der sonnenschutz ist",2023-01-04,5,"verified purchase"
"1150","hbassdash women’s upf 50+ uv sun protection t-shirt long sleeve fishing hiking performance shirts","consiglio","m kirsten","prodotto buono morbidoforse per chi porta una s va bene anche la xstempo di consegna ottimo prima del previsto",2023-01-30,5,"verified purchase"
"1151","hanes sport women's short sleeve cool dri performance tee","very comfortable","amazon customer","only bought one pink shirt to try very comfortable fit due to cooling fabric and cut size m equivalent to a standard aus womens size  flattering pink colour if you want more room or have a larger bust line b  or above suggest buying one size larger i would buy this brand again if offered at the same or similar price",2021-12-22,4,"verified purchase"
"1152","hanes sport women's short sleeve cool dri performance tee","las mejores playeras","rhonda","fit really well sizi small lovely soft material looks and feels great",2023-07-02,5,"verified purchase"
"1153","hanes sport women's short sleeve cool dri performance tee","very soft and comfortable true to size","cielo","estas playeras son super comodas no se queda la transpiracin en la prendas no son demasiado holgadas combinan con todo slo me encantara que hubiera ms colores perfectas para dias muy clidos  no sientes que te quieres arrancar la ropa y en invierno te mantienen calientita  con la playera y una chamarra quedas perfecta definitivamente de las prendas favoritas el plus se secan super rpido cuando las lavas",2018-12-16,5,"verified purchase"
"1154","hanes sport women's short sleeve cool dri performance tee","fits great","patricia","very soft  and comfortable",2023-08-16,5,"verified purchase"
"1155","hanes sport women's short sleeve cool dri performance tee","good","celinaleonel","great fit very soft breathable and very well made",2024-02-12,5,"verified purchase"
"1156","hanes sport women's short sleeve cool dri performance tee","fabric retains odours","sreeram","good quality for the price point",2020-11-05,5,"verified purchase"
"1157","hanes sport women's short sleeve cool dri performance tee","sublimated beautifully","amy m","this shirt retains odours the fit and quality are extremely nice and its a very comfortable work shirt for my job as a construction worker its just something about the fabric that holds on to odours ive tried many heavy duty products but the sports smell still lingers",2020-07-01,5,"verified purchase"
"1158","hanes sport women's short sleeve cool dri performance tee","obtienes lo que pagas","pslap","the fabric is very soft and not see through i bought it for sublimation made a shirt to wear to the movies  the sublimation turned out vibrant colors i have not worn the shirt yet but im sure it will be fine for my intended purposes i ordered a large next time i will try a medium i have a small frame but i dont like tshirts too tight the large will be cozy",2023-08-01,4,"verified purchase"
"1159","hanes sport women's short sleeve cool dri performance tee","navy blue shirt","pslap","compre la playera porque es muy econmica pero saba que no iba a ser lo que esperabala tela y el color todo bien pero me quedo ms grande de lo que esperaba mido  mts y peso  kg y me compre la talla s me quedo como si fuera m o ms grande no me molesta tanto porque en general prefiero los cortes ms sueltos pero este esta ms suelto de lo que pens en fin es una playera econmica y nadamas",2022-10-12,5,"verified purchase"
"1160","hanes sport women's short sleeve cool dri performance tee",NA,"chela arizpe","the quality of the material is good but the m size is like small size",2023-10-18,5,"verified purchase"
"1161","hanes sport women's short sleeve cool dri performance tee","these are great shirts i got a black one and quickly ","vamp","these are great shirts  i got a black one and quickly ordered two more white  blue ones  they are very comfortable form fitting but not clingy",2018-05-07,4,"verified purchase"
"1162","hanes sport women's short sleeve cool dri performance tee","shirt","sue","it looks good but i feel that it doesnt fit correctly it feels a bit twisted i also think it feels a bit warmer then a dri shirt should feel",2021-07-14,5,"verified purchase"
"1163","hanes sport women's short sleeve cool dri performance tee","qued bien","el kratos ","es polister y qued a la medida no me fij que era  polister por eso lo comento el color es tal cual la foto",2022-03-02,4,"verified purchase"
"1164","hanes sport women's short sleeve cool dri performance tee","tight at the armpit","myrna whiting","fabric is good quality and the color is perfect but the arm holes are a tad too small",2024-01-21,4,"verified purchase"
"1165","hanes sport women's short sleeve cool dri performance tee","excellent value","judith weber","this is for me the perfect tee  lightweight does not crease easily easy fitting and affordablejust ordered two more  versatile so comfortable to wear a good buy",2021-07-11,4,"verified purchase"
"1166","hanes sport women's short sleeve cool dri performance tee","sublimation","ashley","this was perfect for a sublimation craft",2023-08-23,5,"verified purchase"
"1167","hanes sport women's short sleeve cool dri performance tee","calidad mediocre","majo","no es de la mejor calidad por el precio supongo est bien pero nada que ver con la calidad de las grandes marcas esta tela es algo calurosa adems",2019-08-08,5,"verified purchase"
"1168","hanes sport women's short sleeve cool dri performance tee","the shirt holds up well","cheryl man","dry wick is great and shirt hols up well in the dryer and washer",2024-02-17,2,"verified purchase"
"1169","hanes sport women's short sleeve cool dri performance tee","amazing until not","brianna","i was so excited for this shirt when i got it i could feel the material was absolutely perfect and couldnt wait to try it on it looked at first like it would fit but once i put it on i realized the length was too short it barely covered my stomach i ordered a large i decided to try and order an extra large and xl just to be safe for a second time when i got them the only difference was width the length was the exact same and i was so so sad i overheat in the summer and get heat rash so i was happy to find something comfortable to wear this summer but as i work at a daycare i cant risk being active and having my shirt ride up",2020-06-15,5,"verified purchase"
"1170","hanes sport women's short sleeve cool dri performance tee","not what i expected","jr","it is a nylon material  feels cheap  i need to return it",2023-11-13,3,"verified purchase"
"1171","hanes sport women's short sleeve cool dri performance tee","good undershirt for scrubs not as good wear alone shirt","kelley","i have ordered these shirts  different times over the past  years both black and white all same size each time something different has arrived initially tagless but second two orders arrived with tags size of neck circumference different each time initially great fit and comfort second order neck smaller and fit higher uptighter third order loose and sloppy around the neck the overall fit of these shirts are pretty boxy and unflattering in my opinion i wouldnt wear them as just a shirt they are however pretty good as an undershirt especially for under scrubs which is what i use them for they are moisture wick comfortable and my scrubs slide easily with the material no sticking or static inexpensive enough to replace easily when the white turns discolored from wear i will continue to buy solely to use as an undershirt",2022-11-19,4,"verified purchase"
"1172","hanes sport women's short sleeve cool dri performance tee","good quality","ashraf nassar","good quality",2022-12-30,3,"verified purchase"
"1173","hanes sport women's short sleeve cool dri performance tee","great for hot weather","cheryl silvestrini","these are breathable and washable used them on a south american trip love them",2024-01-26,5,"verified purchase"
"1174","hanes sport women's short sleeve cool dri performance tee","fits great","lrand","i bought this tshirt to wear as a swim top for sun protection it fits perfectly somewhat relaxed but not loose not clingy  the crew neck comes up to the neck for good coverage and the length comes to the top of my legs it is lightweight but not see thru when dry i havent tried it in the water yet but dont foresee any issues it is stretchy and has a matt finish kind of like swimsuit material without any shine i will probably get another in a colour this hanes tshirt is much cheaper than the rash guards and swim shirts available good purchase",2020-02-01,5,"verified purchase"
"1175","hanes sport women's short sleeve cool dri performance tee","not for me","cj","i ordered this shirt to be a soft cotton dri fit as ive had a hanes shirt several years that i was trying to replace same name very different shirtthis is that slick cool dri stuff that sticks to you when you sweat i do not like it the shirt is too short and it does not adhere well with vinyl for the memorial shirt i was trying to make definitely do not recommend",2023-07-19,5,"verified purchase"
"1176","hanes sport women's short sleeve cool dri performance tee","too big poor sizeing","mary t","its comfortable but the loose material is not too flattering  i will try a small size if i buy it again  it would have been helpful if there had beena tag explaining that the sizeing is generous on this item",2015-06-26,2,"verified purchase"
"1177","hanes sport women's short sleeve cool dri performance tee","perfect for work","shaela edwards","im a police officer and i wear these as undershirts for my uniform shirt theyre perfect fit is true to size for a nice relaxed fit that isnt too baggy length is adequate for staying tucked in tag is easily removable so it doesnt scratch my neck and so far there is no color fade or pillingstretching they help with keeping cool in the summer under shirt and vest and help prevent heat rash also even though they are moisture wicking they dont seem to hang on to odor great value for the price i bought several packs for reference im   lbs d usually an xs or s shirt",2022-08-31,3,"verified purchase"
"1178","hanes sport women's short sleeve cool dri performance tee","nice and light weight and good fit","con","finally found a tshirt that fits good all over and nice and light for those hot summer days  price is good and love the baby blue",2019-04-04,5,"verified purchase"
"1179","hanes sport women's short sleeve cool dri performance tee","i ordered a medium and it fit perfect not tight to my skin","lisa","i ordered one for my indoor soccer games and i received it in the mail a few days ago i am  and about lbs with a muscularathletic type build i ordered a medium and it fit perfect not tight to my skin but not too loose either also the material feels like an under armor shirt so if you are looking for that typical cotton tee then you may not like this overall great for the price and ill definitely be purchasing more for the gym",2016-04-09,5,"verified purchase"
"1180","hanes sport women's short sleeve cool dri performance tee","quality has gone downhill","carrie h","swap the first and second pictures around because for some reason amazon added my pictures in the wrong order when i submitted this review i have purchased this shirt  times first picture is from  second picture is from  and third picture is from july  the first shirt was perfect it fit right was actually tagless like the picture shows in the listing and the quality was good the second shirt was okay the fit was fine not tagless anymore and the quality was starting to decline as you can see in the second picture its starting to get less opaque the third and most recent shirt looks awful the fit in the chest is tighter as well as the sleeves and the neck is wider again its not tagless anymore and the quality is abysmal its practically see through i wouldnt even risk buying any of the lighter colored shirts in the last picture you can see the differences in color and fit you can clearly see the third shirt is narrower at the chest boxier looking and has a wider neck i regret not purchasing more in  now ill be returning my most recent purchase because the quality just isnt the same anymore",2023-07-18,5,"verified purchase"
"1181","hanes sport women's short sleeve cool dri performance tee","look for a better shirt","bigonfitness","just a shortened mens shirt the fabric in unpleasant to skin a simple boxy rectangular cut no bust darts no waist fitting the sleeve is too short to offer proper protection the description says upfuv protection but it is nowhere found on the shirt or the tags or labels does not wicks the moisture well and is not breathable enough for the active use wish i didnt cut the tags on both shirts that i ordered and could return at least the second one the only good thing about it that the scoop neck is relatively close to the neck and does not expose much the back or the chest i couldnt make myself to put the shirt on for the third time after dealing with it during the first two workoutssadly the shirts had to go in the garbage",2020-06-19,4,"verified purchase"
"1182","hanes sport women's short sleeve cool dri performance tee","runs small","janet k","it was a gift for a friend who typically wears a womans medium but this didnt fit i think its a  good shirt but would encourage you to  buy one size larger",2023-12-26,2,"verified purchase"
"1183","hanes sport women's short sleeve cool dri performance tee","good buy","desiree","happy with the purchase quick wash and light weargood for traveling purpose as well",2023-12-14,4,"verified purchase"
"1184","hanes sport women's short sleeve cool dri performance tee","great product","beverly a koenig","ordered for a customer for sublimation good quality but runs a size smaller i had to return and company could not have been more helpful will reorder from this company",2023-10-19,4,"verified purchase"
"1185","hanes sport women's short sleeve cool dri performance tee","great for dyesub printing","drd","i made up tshirts for my kayak club by ordering print transfers of my artwork on etsy then using a press to imprint these polyester shirts  they came out great with no rubbery feeling and have made it through a dozen washes without fading",2023-12-19,4,"verified purchase"
"1186","hanes sport women's short sleeve cool dri performance tee","lightweight breathable and comfortable","ci","i love lightweight breathable material for the summer heat in florida lately lightweight fabric like nylon is very hard to find some synthetic fabrics dont breathe and make me very hot i have one favorite top that i wear all the time to workout and do errands because i cant find anything that compares until now this top really is lightweight and comfortable i would like to see it offered in more light colors a vneck and provide more room in the shoulder sleeves",2023-08-02,5,"verified purchase"
"1187","hanes sport women's short sleeve cool dri performance tee","dont size up","gloria","i bought this in medium because a lot of reviews said size up this was not my case i wish i would have got a small now i will have to return and rebuy",2023-12-03,4,"verified purchase"
"1188","hanes sport women's short sleeve cool dri performance tee","exactly what i was looking for pink is more vibrant than shown","amy","ive been hunting for a shirt that fit a ton of my picky criteria the list was moisture wicking upf rating for uv protection short sleeves that cover  my bicep crew neck that doesnt hug neck white not see through no logosthis shirt met all of those needs if you can snag them on sale for eight a piece its a hell of a deal i wear a large but sized up to an xlarge to have more room to move and hopefully less clinging to skin when sweaty i bought white black and wow pink the pink is much more vibrant than showni would call it barbie pink which i ended up loving",2023-07-19,5,"verified purchase"
"1189","hanes sport women's short sleeve cool dri performance tee","great for work","dana bradford","i work in a hot and sweaty restaurant kitchen these shirts are great to help feel comfortable biggest downside is theyre advertised as tagless  but every one of the  i purchased has a freaking tag to irritate me all day at least i can fix that with scissors",2023-07-16,5,"verified purchase"
"1190","hanes sport women's short sleeve cool dri performance tee","run small average quality","ruby","kid needs them for band rehearsal im on my second set after a semester of use seams come undone but overall ok for the price",2023-07-26,4,"verified purchase"
"1191","hanes sport women's short sleeve cool dri performance tee","opacity","nancy","the shirt was a nice fresh material but since it was a white shirt it is really transparent",2023-07-27,4,"verified purchase"
"1192","hanes sport women's short sleeve cool dri performance tee","this is perfect","vikki m","i purchased this shirt for kayaking  i can get hot and sweaty under my pfd  no issues with damp sweaty shirts when i wear this  i love the fit of this top  i am somewhat overweight and like that this top is roomy enough to not clingfit tightly to where i dont want it to  im tall also  so i like a shirt that comes down past my waist to fall at just above hip level and this shirt length is perfect  considering the cost i though the fabric would be thin flimsy and prone to snags  not  the fabric has a very nice body to it ive worn and laundered it at least a dozen times and it still looks as nice as the day i got it  compared to some of my other quick dry shirts that cost twice as much and more this shirt right here is by far my favorite  highly recommend",2022-09-25,4,"verified purchase"
"1193","hanes sport women's short sleeve cool dri performance tee","shiny slickly material","maria hart","i have a tshirt that says cool dry and that was what i was hoping to get but i got this slicky type material like a workout shirt ill keep it and it fits but wasnt what i expected",2023-09-27,5,"verified purchase"
"1194","hanes sport women's short sleeve cool dri performance tee","thin material","j hines","im  lbs d and the shirt fit perfectly the reason for  stars is that the material is thin  i ordered it in black so it doesnt really matter as much",2023-04-11,3,"verified purchase"
"1195","hanes sport women's short sleeve cool dri performance tee","sizing","cathy dougherty","love the material but sizing is way off  runs very small",2023-09-23,4,"verified purchase"
"1196","hanes sport women's short sleeve cool dri performance tee","trs confortable ","louise larose","trs confortable trs doux",2023-03-29,3,"verified purchase"
"1197","hanes sport women's short sleeve cool dri performance tee","tags","haylie","i wish the tags where printed on like in the photojust ripped it off but now im never  sure its on rightthe seams also tend to rip and unravel the shirti use it as a undershirt and i prefer it over underarmorso light and doesnt pill like underarmor there long sleeve version is just as good",2023-05-18,4,"verified purchase"
"1198","hanes sport women's short sleeve cool dri performance tee","so comfortable","amazon customer","i found this randomly while i was looking for workout tees this is the best one rather than any branded i have extremely light weight  breathable and comfortable i would definitely buy this next time a different color",2023-08-03,5,"verified purchase"
"1199","hanes sport women's short sleeve cool dri performance tee","polyester shirts a little stretchy wash and dry no special instructions","gertrude","i bought two of these shirts an xl light blue and later a l navy following the size chart i ordered the xl it fits loosely the neck is high up as shown in the model but because of the thin material and the light color i didnt think this shirt was the most flattering its fine dont get me wrong  it isnt the fault of the shirt that any pants or wigglejiggles are extra visible with the light blue color it is still fine for working out or for around the house this also stains easilyi then ordered a darker navy in l this one is form fitting and because it is darker the muffin top is less noticeable and in my opinion more flattering for hourglass figuresthe material  polyester does well in the washer and dryer  very few wrinkles both shirts are nicely constructed in and out it says made in jordan this shirt is especially good for travel when you need to pack light as this shirt can be washed and dried overnight and does not wrinkle it is easy casual wear over jeans or leggingsanother hanes shirt i really like that are  cotton with a more feminine fit is the  hanes womens nanot vneck tshirt ldeep forest        ",2015-07-03,5,"verified purchase"
"1200","hanes sport women's short sleeve cool dri performance tee","good tee fit and true to size for a busty person","cw","i wasnt sure about the size since mine fluctuates and im currently on the large end i wanted wicking shirts that fit like my favorite tee with just a little bit of draping i prefer to buy once cry once with merino wool and do have some of those tees but theyre always cut for a certain athletic build either very narrow for the mens and i have to size up and have giant sleeves or they just dont come in my size in womens i got this hanes shirt in a x and worried it would run small but it is perfect and very comfortable and cool i hate sweaty cotton clinging to me and these will be a nice swap out with my basic tees for summer days when im outside on dog walks etc i plan to get one a size down for a beach trip as a swim shirt and rash guard  for boogie boarding under that brutal atlantic sun",2021-06-15,4,"verified purchase"
"1201","hanes women's jersey short","perfect","carole","absolutely love these shorts so comfortable great length got  black pairs now please get other colours in stock",2023-03-19,4,"verified purchase"
"1202","hanes women's jersey short","comodo","julie l branaghan","these shorts fit well and are very comfortable i am a au size  and the small fits well these are comfy wearing at home or just popping to the shops shorts love them have bought different coloured ones",2021-02-15,5,"verified purchase"
"1203","hanes women's jersey short","shorts","krout","exactly what i was looking for got them to wear all summer camping theme parks lounging at home etc first time i wore them was to seaworld so light and comfortable didnt ride up at all i wear a  normally so ordered a xl perfect i got black and dark grey and love them both",2024-02-27,5,"verified purchase"
"1204","hanes women's jersey short","good fit","karla a","qued suelto no apretado y es cmodo",2023-04-10,5,"verified purchase"
"1205","hanes women's jersey short","nice fit  comfy","birthday celebration","like the shorts got them for sleep shorts but long enough to wear during the day around the house",2024-02-17,5,"verified purchase"
"1206","hanes women's jersey short","thin and short","amazon customer","these fit really good and a great length i havent washed them yet hopefully they will hold there shape and size",2024-01-12,5,"verified purchase"
"1207","hanes women's jersey short","love these affordable versatile shorts great product for the price","m harrington","these are great for pajama bottoms",2024-01-09,4,"verified purchase"
"1208","hanes women's jersey short","perfect fit","cathy","shorter then expected and thinner then expected",2024-02-18,5,"verified purchase"
"1209","hanes women's jersey short",NA,"mary shelton","i purchased these shorts because summer was coming and its so hot that i needed to buy myself some comfortable shorts that looked good and most importantly were inexpensive  theres different colors to choose from and different sizes including plus sizes sometimes as a plussized person its not always easy to find nice looking comfortable clothing thats great for those on a tight budget  these fit the bill so well and i love them  they seem durable including being able to survive hiking gardening and all kinds of activities and they survive multiple washes in the laundry without losing their stretch  i definitely have been a return customer",2023-10-10,3,"verified purchase"
"1210","hanes women's jersey short",NA,"penny ligon","very comfortable",2023-12-30,5,"verified purchase"
"1211","hanes women's jersey short","comfy with good pockets","not a cat","theyre  cotton shorts that are affordable and comfy the pockets are a bonus as they are large enough to comfortably fit a phone into and not fear it falling out i usually err on the side of ordering larger than i think i need because i am applepear shaped however the shorts ended up being a tad large on me i would recommend ordering a size down if you are on the fence between two sizes and have a similar body type as me",2023-10-10,4,"verified purchase"
